sample_index,timestamp_ms,timestamp_utc,container_id,container_name
8,1776951240194,2026-04-23T13:34:00.194673+00:00,b3ec606673dd,docker-db-1
9,1776951247234,2026-04-23T13:34:07.234529+00:00,2553add0eb44,docker-auth-1
9,1776951247234,2026-04-23T13:34:07.234529+00:00,9f919b0315c7,docker-registry-1
9,1776951247234,2026-04-23T13:34:07.234529+00:00,047bb8dbb031,docker-recommender-1
9,1776951247234,2026-04-23T13:34:07.234529+00:00,9caace330afe,docker-persistence-1
9,1776951247234,2026-04-23T13:34:07.234529+00:00,24025f462381,docker-webui-1
9,1776951247234,2026-04-23T13:34:07.234529+00:00,eaf29550fd31,docker-image-1
9,1776951247234,2026-04-23T13:34:07.234529+00:00,b3ec606673dd,docker-db-1
10,1776951254278,2026-04-23T13:34:14.278810+00:00,2553add0eb44,docker-auth-1
10,1776951254278,2026-04-23T13:34:14.278810+00:00,9f919b0315c7,docker-registry-1
10,1776951254278,2026-04-23T13:34:14.278810+00:00,047bb8dbb031,docker-recommender-1
10,1776951254278,2026-04-23T13:34:14.278810+00:00,9caace330afe,docker-persistence-1
10,1776951254278,2026-04-23T13:34:14.278810+00:00,24025f462381,docker-webui-1
10,1776951254278,2026-04-23T13:34:14.278810+00:00,eaf29550fd31,docker-image-1
10,1776951254278,2026-04-23T13:34:14.278810+00:00,b3ec606673dd,docker-db-1
11,1776951261340,2026-04-23T13:34:21.340381+00:00,2553add0eb44,docker-auth-1
11,1776951261340,2026-04-23T13:34:21.340381+00:00,9f919b0315c7,docker-registry-1
11,1776951261340,2026-04-23T13:34:21.340381+00:00,047bb8dbb031,docker-recommender-1
11,1776951261340,2026-04-23T13:34:21.340381+00:00,9caace330afe,docker-persistence-1
11,1776951261340,2026-04-23T13:34:21.340381+00:00,24025f462381,docker-webui-1
11,1776951261340,2026-04-23T13:34:21.340381+00:00,eaf29550fd31,docker-image-1
11,1776951261340,2026-04-23T13:34:21.340381+00:00,b3ec606673dd,docker-db-1
